dorms,banho,vagas,bairro,area,valor
4,5,1,5,189,1026000
3,3,1,5,100,680000
3,2,1,5,109,371000
3,2,1,5,165,780000
4,2,1,5,149,550000
2,1,0,5,98,220000
4,2,1,5,135,400000
3,1,1,3,140,224000
3,3,3,14,599000
3,2,1,5,102,790000
2,2,0,5,65,250000
3,2,2,5,110,320000
2,1,0,5,115,129000
3,1,0,5,143,420000
2,2,2,5,85,248000
2,1,1,10,65,220000
3,2,1,5,102,260000
2,1,0,5,64,300000
2,1,0,5,60,162000
2,2,0,5,65,250000
1,1,0,10,60,180000
2,2,0,5,63,199000
2,2,0,4,80,162000
3,2,2,5,110,265000
2,1,1,5,80,169000
2,2,0,10,60,210000
2,1,4,5,70,185000
4,6,2,1,240,450000
3,2,1,4,143,140000
2,1,2,5,102,170000
3,1,2,4,100,330000
4,2,1,5,113,100000
2,1,0,10,49,160000
4,2,1,5,115,690000
3,2,2,4,105,350000
3,2,3,4,172,240000
2,1,0,4,50,165000
4,3,1,5,135,370000
3,2,0,5,100,320000
4,2,1,4,83,378000
3,2,0,4,100,152000
4,3,0,4,147,540000
2,1,0,4,98,216000
3,2,1,4,63,103000
1,1,0,4,65,195000
2,1,1,4,68,238000
4,2,2,4,110,324000
2,2,1,4,99,270000
3,2,1,10,120,420000
3,2,0,5,120,420000
2,1,1,4,80,185000
3,2,0,5,90,350000
2,1,0,4,70,170000
2,1,0,4,54,220000
2,1,1,5,69,160000
2,1,0,4,64,239000
2,2,0,5,65,209000
3,2,2,5,167,173000
3,1,2,10,90,330000
3,2,2,4,140,290000
2,1,1,4,110,287000
4,3,3,4,230,676000
2,1,0,4,70,180000
3,3,2,14,172,690000
4,2,2,1,150,320000
3,1,0,4,85,540000
3,2,1,4,127,184000
3,2,1,5,89,200000
2,1,0,4,60,90000
3,2,1,5,168,555000
2,1,2,11,100,270000
5,3,1,1,145,420000
3,3,2,5,136,950000
3,2,2,5,100,360000
2,1,0,5,65,238000
3,3,0,5,123,302000
2,1,0,10,68,156000
2,1,1,4,70,162000
3,4,0,4,178,850000
2,1,1,4,78,199000
2,2,0,4,106,292000
3,2,1,5,98,378000
3,2,1,11,138,350000
2,1,0,4,120,143000
2,1,0,1,90,220000
4,1,0,11,110,378000
3,2,0,11,80,185000
3,3,3,11,120,281000
3,1,0,4,149,303000
3,2,2,11,120,35000
3,2,0,4,85,318000
3,3,1,4,97,302000
2,1,1,4,72,179000
3,3,2,4,180,368000
3,2,1,4,110,290000
2,1,1,10,70,157000
2,1,1,10,78,188000
3,2,1,4,90,324000
2,2,1,4,100,378000
2,1,0,11,160,370000
3,2,0,9,150,680000
2,2,1,4,100,281000
3,1,2,4,100,330000
3,2,1,4,116,410000
2,1,2,5,65,198000
4,3,1,4,115,648000
3,2,2,5,140,345000
2,1,1,4,80,182000
3,1,0,5,180,750000
5,1,3,4,150,424000
4,3,1,4,129,211000
2,1,1,4,117,324000
4,2,3,4,240,700000
2,1,0,4,70,165000
2,1,0,5,70,149000
3,3,2,4,170,560000
3,2,2,4,113,245000
3,2,2,14,140,420000
2,1,1,5,74,210000
3,2,2,4,100,238000
3,1,2,4,144,216000
2,1,2,5,65,198000
6,2,2,4,270,650000
2,2,1,5,72,260000
1,1,0,4,50,110000
4,3,2,4,165,550000
5,4,1,4,267,730000
3,3,1,1,113,291000
2,1,3,12,150,260000
3,2,0,5,143,420000
3,2,2,4,140,490000
4,1,1,4,137,756000
2,1,0,5,65,140000
2,1,2,4,63,170000
3,1,1,4,68,160000
4,4,3,5,321,1300000
2,1,0,5,99,270000
3,4,2,6,186,997000
2,1,0,5,60,250000
3,2,1,14,250,1150000
2,2,1,4,74,240000
4,5,1,4,280,420000
4,2,2,4,120,290000
3,1,2,4,150,370000
2,1,2,4,90,288000
1,1,0,11,90,323000
2,1,0,10,68,166000
2,1,2,1,70,220000
2,1,1,6,119,469000
4,2,2,1,158,299000
3,3,1,4,158,385000
2,1,1,12,87,346000
2,2,1,11,88,260000
3,2,2,14,190,580000
4,2,1,4,250,424000
3,4,1,4,146,540000
3,2,1,4,117,240000
1,2,0,5,120,550000
2,2,1,4,99,270000
3,2,1,5,186,997000
2,1,0,4,80,180000
8,1,4,5,278,599000
2,2,4,5,85,220000
2,2,1,4,98,255000
3,4,1,6,255,1550000
5,1,2,5,230,1500000
3,1,2,4,120,319000
2,1,1,10,78,188000
3,3,1,4,93,490000
2,1,0,4,53,185000
4,2,2,5,200,480000
4,3,2,4,209,398000
3,3,3,5,160,830000
2,1,0,5,52,220000
2,1,0,10,68,148000
3,1,0,5,164,415000
3,2,2,4,130,320000
2,1,1,10,70,196000
2,1,2,5,140,550000
4,4,3,5,321,1300000
3,2,1,11,125,290000
3,5,3,5,156,450000
1,1,1,4,80,195000
4,4,3,4,150,450000
3,1,2,6,176,950000
3,1,1,5,143,420000
2,3,1,14,121,469000
4,2,0,14,214,269000
2,1,0,4,80,167000
4,1,2,6,197,880000
3,2,1,5,106,270000
3,1,2,6,186,997000
2,1,1,5,71,228000
3,2,0,14,114,570000
4,4,2,6,330,2800000
5,1,2,5,230,1500000
2,3,0,4,87,330000
4,2,1,7,180,390000
2,1,0,4,60,172000
2,2,0,4,69,175000
3,2,2,11,96,319000
3,2,1,4,122,250000
4,1,2,6,163,750000
1,1,0,14,105,320000
5,5,2,5,365,2650000
3,2,2,14,181,630000
4,2,2,4,100,260000
3,3,2,6,190,750000
2,1,0,5,74,135000
4,4,2,6,380,1980000
2,1,1,4,65,159000
3,1,1,4,129,370000
4,2,1,12,80,260000
5,6,6,6,300,2200000
2,1,0,4,60,180000
3,1,2,6,193,730000
3,2,2,5,122,450000
4,2,1,5,144,380000
4,2,3,4,250,700000
2,1,1,4,70,169000
3,2,2,5,180,420000
3,2,2,14,190,650000
2,1,1,1,125,340000
3,3,1,14,150,630000
2,1,1,14,120,400000
3,2,1,5,136,745000
2,1,1,4,67,380000
3,1,0,4,100,280000
2,2,2,4,66,230000
2,2,2,5,100,300000
4,4,2,6,285,1850000
3,1,0,5,164,415000
3,2,2,6,180,790000
2,1,1,4,69,128000
2,2,1,10,120,345000
4,3,0,1,170,300000
3,3,2,5,210,950000
2,1,1,5,82,250000
3,1,2,6,170,955000
2,2,2,5,99,270000
3,1,13,5,180,750000
3,3,2,14,140,600000
2,1,1,12,70,250000
2,2,1,14,72,290000
3,3,1,5,196,590000
5,3,1,5,205,530000
4,3,2,14,240,800000
4,3,4,14,180,650000
2,2,2,11,120,230000
4,2,1,5,144,380000
